Año,Universidad,Carrera,H,M,Matricula
2016,"CENTRO DE ESTUDIOS SUPERIORES SIMÓN BOLÍVAR, A.C.",CONTADURÍA PÚBLICA,0,2,2
2016,"CENTRO DE ESTUDIOS SUPERIORES SIMÓN BOLÍVAR, A.C.",LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,2,8,10
2016,"CENTRO DE ESTUDIOS SUPERIORES SIMÓN BOLÍVAR, A.C.",LICENCIATURA EN CIENCIAS DE LA COMUNICACIÓN,0,1,1
2016,"CENTRO DE ESTUDIOS SUPERIORES SIMÓN BOLÍVAR, A.C.",LICENCIATURA EN DERECHO,17,7,24
2016,CENTRO DE ESTUDIOS SUPERIORES TERCER MILENIO,LICENCIATURA EN PSICOLOGÍA CLÍNICA,24,65,89
2016,CENTRO DE ESTUDIOS SUPERIORES TLATLAUQUITEPEC,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN TELESECUNDARIA,0,0,0
2016,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN TELESECUNDARIA,LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,8,6,14
2016,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN TELESECUNDARIA,LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS,3,1,4
2016,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN TELESECUNDARIA,LICENCIATURA EN COMERCIO INTERNACIONAL,1,2,3
2016,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN TELESECUNDARIA,LICENCIATURA EN DERECHO,11,19,30
2016,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN TELESECUNDARIA,LICENCIATURA EN PSICOLOGÍA,17,35,52
2016,CENTRO DE ESTUDIOS UNIVERSITARIOS DEL INSTITUTO CRISTÓBAL COLON,ARQUITECTURA,191,76,267
2016,CENTRO DE ESTUDIOS UNIVERSITARIOS DEL INSTITUTO CRISTÓBAL COLON,LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,78,74,152
2016,CENTRO DE ESTUDIOS UNIVERSITARIOS DEL INSTITUTO CRISTÓBAL COLON,LICENCIATURA EN ADMINISTRACIÓN TURÍSTICA,78,177,255
2016,CENTRO DE ESTUDIOS UNIVERSITARIOS DEL INSTITUTO CRISTÓBAL COLON,LICENCIATURA EN CONTADURÍA PÚBLICA,70,112,182
2016,CENTRO DE ESTUDIOS UNIVERSITARIOS DEL INSTITUTO CRISTÓBAL COLON,LICENCIATURA EN DERECHO Y CIENCIAS SOCIALES,228,264,492
2016,CENTRO DE ESTUDIOS UNIVERSITARIOS DEL INSTITUTO CRISTÓBAL COLON,LICENCIATURA EN LA ENSEÑANZA DEL INGLÉS,16,27,43
2016,CENTRO DE ESTUDIOS UNIVERSITARIOS DEL INSTITUTO CRISTÓBAL COLON,LICENCIATURA EN LENGUAS MODERNAS,0,0,0
2016,CENTRO DE ESTUDIOS UNIVERSITARIOS DEL INSTITUTO CRISTÓBAL COLON,LICENCIATURA EN PSICOLOGÍA,71,236,307
2016,"CENTRO DE INVESTIGACIÓN Y ESTUDIOS SUPERIORES EN ESTOMATOLOGÍA Y SALUD, S.C.",LICENCIATURA EN ESTOMATOLOGÍA,300,654,954
2016,"CENTRO DE INVESTIGACIÓN Y ESTUDIOS SUPERIORES EN ESTOMATOLOGÍA Y SALUD, S.C.",LICENCIATURA EN PSICOLOGÍA,34,151,185
2016,"CENTRO DE INVESTIGACIÓN Y ESTUDIOS UNIVERSITARIOS PARA EL DESARROLLO, S.C.",INGENIERÍA INDUSTRIAL,59,30,89
2016,"CENTRO DE INVESTIGACIÓN Y ESTUDIOS UNIVERSITARIOS PARA EL DESARROLLO, S.C.",LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,35,45,80
2016,"CENTRO DE INVESTIGACIÓN Y ESTUDIOS UNIVERSITARIOS PARA EL DESARROLLO, S.C.",LICENCIATURA EN ADMINISTRACIÓN TURÍSTICA,49,109,158
2016,"CENTRO DE INVESTIGACIÓN Y ESTUDIOS UNIVERSITARIOS PARA EL DESARROLLO, S.C.",LICENCIATURA EN COMERCIO INTERNACIONAL,64,84,148
2016,"CENTRO DE INVESTIGACIÓN Y ESTUDIOS UNIVERSITARIOS PARA EL DESARROLLO, S.C.",LICENCIATURA EN CONTADURÍA PÚBLICA,20,32,52
2016,"CENTRO DE INVESTIGACIÓN Y ESTUDIOS UNIVERSITARIOS PARA EL DESARROLLO, S.C.",LICENCIATURA EN RELACIONES INTERNACIONALES,25,32,57
2016,CENTRO DE REHABILITACIÓN Y EDUCACIÓN ESPECIAL,LICENCIATURA EN TERAPIA FÍSICA,19,37,56
2016,CENTRO DE REHABILITACIÓN Y EDUCACIÓN ESPECIAL,LICENCIATURA EN TERAPIA OCUPACIONAL,5,13,18
2016,CENTRO EDUCATIVO PUEBLA,LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,38,24,62
2016,CENTRO EDUCATIVO PUEBLA,LICENCIATURA EN CONTADURÍA,8,9,17
2016,CENTRO EDUCATIVO PUEBLA,LICENCIATURA EN DERECHO,67,30,97
2016,CENTRO EDUCATIVO PUEBLA,LICENCIATURA EN DISEÑO DE MODAS,3,11,14
2016,CENTRO EDUCATIVO PUEBLA,LICENCIATURA EN PEDAGOGÍA,7,21,28
2016,CENTRO EDUCATIVO PUEBLA,LICENCIATURA EN PSICOLOGÍA,45,76,121
2016,CENTRO EDUCATIVO REGIONAL APAXTEPEC,"LICENCIATURA EN DEPORTE, ACTIVIDAD FÍSICA Y RECREATIVA",58,20,78
2016,CENTRO EDUCATIVO REGIONAL APAXTEPEC,LICENCIATURA EN GASTRONOMÍA,3,6,9
2016,CENTRO ESCOLAR DIESEL Y GASOLINA A.C.,INGENIERÍA MECÁNICA AUTOMOTRIZ,654,13,667
2016,CENTRO IBEROAMERICANO DE POSGRADOS A.C.,LICENCIATURA EN DERECHO,3,5,8
2016,CENTRO MEXICANO EN ESTOMATOLOGÍA,LICENCIATURA EN COSMETOLOGÍA Y COSMEATRÍA CORPORAL,0,174,174
2016,CENTRO MEXICANO EN ESTOMATOLOGÍA,LICENCIATURA EN ESTOMATOLOGÍA,33,73,106
2016,CENTRO MEXICANO EN ESTOMATOLOGÍA,LICENCIATURA EN FISIOTERAPIA,46,65,111
2016,CENTRO MEXICANO EN ESTOMATOLOGÍA,LICENCIATURA EN NUTRICIÓN,14,85,99
2016,CENTRO MEXICANO UNIVERSITARIO DE CIENCIAS Y HUMANIDADES,LICENCIATURA EN GERONTOLOGÍA,0,4,4
2016,CENTRO MEXICANO UNIVERSITARIO DE CIENCIAS Y HUMANIDADES,LICENCIATURA EN TERAPIA DEL LENGUAJE,6,19,25
2016,CENTRO MEXICANO UNIVERSITARIO DE CIENCIAS Y HUMANIDADES,LICENCIATURA EN TERAPIA FÍSICA,292,665,957
2016,CENTRO MEXICANO UNIVERSITARIO DE CIENCIAS Y HUMANIDADES,LICENCIATURA EN TERAPIA OCUPACIONAL,1,24,25
2016,CENTRO UNIVERSITARIO ALBADA S.C.,LICENCIATURA EN COSMETOLOGÍA INTEGRAL,0,128,128
2016,CENTRO UNIVERSITARIO ALBADA S.C.,PROFESIONAL ASOCIADO EN COSMETOLOGÍA INTEGRAL,0,11,11
2016,CENTRO UNIVERSITARIO ALBADA S.C.,PROFESIONAL ASOCIADO EN ESTILISMO Y PELUQUERÍA,3,36,39
2016,CENTRO UNIVERSITARIO BI-CENTENARIO,LICENCIATURA EN CONTADURÍA PÚBLICA,2,8,10
2016,CENTRO UNIVERSITARIO BI-CENTENARIO,LICENCIATURA EN CRIMINOLOGÍA Y CRIMINALÍSTICA,11,15,26
2016,CENTRO UNIVERSITARIO BI-CENTENARIO,LICENCIATURA EN DERECHO,8,8,16
2016,CENTRO UNIVERSITARIO DE DIRECCIÓN EMPRESARIAL,CONTABILIDAD Y FINANZAS,4,5,9
2016,CENTRO UNIVERSITARIO DE DIRECCIÓN EMPRESARIAL,LICENCIATURA EN COMERCIO INTERNACIONAL,1,2,3
2016,CENTRO UNIVERSITARIO DE DIRECCIÓN EMPRESARIAL,LICENCIATURA EN DIRECCIÓN DE NEGOCIOS,6,5,11
2016,CENTRO UNIVERSITARIO HISPANA,LICENCIATURA EN ADMINISTRACIÓN,11,13,24
2016,CENTRO UNIVERSITARIO HISPANA,LICENCIATURA EN CONTADURÍA,27,30,57
2016,CENTRO UNIVERSITARIO HISPANA,LICENCIATURA EN DERECHO,77,83,160
2016,CENTRO UNIVERSITARIO HISPANA,LICENCIATURA EN EDUCACIÓN,15,80,95
2016,CENTRO UNIVERSITARIO HISPANA,LICENCIATURA EN PSICOLOGÍA,20,44,64
2016,CENTRO UNIVERSITARIO HISPÁNICO DE TEXMELUCAN,LICENCIATURA EN ADMINISTRACIÓN,14,5,19
2016,CENTRO UNIVERSITARIO HISPÁNICO DE TEXMELUCAN,LICENCIATURA EN ARQUITECTURA,10,3,13
2016,CENTRO UNIVERSITARIO HISPÁNICO DE TEXMELUCAN,LICENCIATURA EN DERECHO,55,23,78
2016,CENTRO UNIVERSITARIO HISPÁNICO DE TEXMELUCAN,LICENCIATURA EN DESARROLLO DE NEGOCIOS EMPRESARIALES,1,1,2
2016,CENTRO UNIVERSITARIO HISPÁNICO DE TEXMELUCAN,LICENCIATURA EN INGENIERÍA ELECTRÓNICA,4,0,4
2016,CENTRO UNIVERSITARIO HISPÁNICO DE TEXMELUCAN,LICENCIATURA EN INGENIERÍA EN SISTEMAS COMPUTACIONALES,0,1,1
2016,CENTRO UNIVERSITARIO HISPÁNICO DE TEXMELUCAN,LICENCIATURA EN URBANISMO,5,0,5
2016,CENTRO UNIVERSITARIO INTEGRAL DE ZACATLÁN,LICENCIATURA EN INFORMÁTICA ADMINISTRATIVA,0,5,5
2016,CENTRO UNIVERSITARIO INTEGRAL DE ZACATLÁN,LICENCIATURA EN INGENIERÍA EN COMPUTACIÓN,10,6,16
2016,CENTRO UNIVERSITARIO INTEGRAL DE ZACATLÁN,TÉCNICO SUPERIOR UNIVERSITARIO EN COMPUTACIÓN,1,2,3
2016,CENTRO UNIVERSITARIO INTERAMERICANO DEL VALLE DE TEHUACÁN,LICENCIATURA EN ANIMACIÓN DIGITAL,11,44,55
2016,CENTRO UNIVERSITARIO INTERAMERICANO DEL VALLE DE TEHUACÁN,LICENCIATURA EN CRIMINALÍSTICA Y CRIMINOLOGÍA,44,58,102
2016,CENTRO UNIVERSITARIO INTERAMERICANO DEL VALLE DE TEHUACÁN,LICENCIATURA EN DERECHO,34,29,63
2016,CENTRO UNIVERSITARIO INTERAMERICANO DEL VALLE DE TEHUACÁN,LICENCIATURA EN GASTRONOMÍA,9,11,20
2016,CENTRO UNIVERSITARIO INTERAMERICANO DEL VALLE DE TEHUACÁN,LICENCIATURA EN INGENIERÍA CIVIL,96,16,112
2016,CENTRO UNIVERSITARIO INTERAMERICANO DEL VALLE DE TEHUACÁN,LICENCIATURA EN INGENIERÍA MECÁNICA AUTOMOTRIZ,57,4,61
2016,CENTRO UNIVERSITARIO INTERAMERICANO DEL VALLE DE TEHUACÁN,LICENCIATURA EN INGENIERÍA MECATRÓNICA,13,2,15
2016,"CENTRO UNIVERSITARIO IRLANDÉS, A.C.",LICENCIATURA EN ADMINISTRACIÓN DE NEGOCIOS,2,5,7
2016,"CENTRO UNIVERSITARIO IRLANDÉS, A.C.",LICENCIATURA EN COMERCIO EXTERIOR,1,1,2
2016,"CENTRO UNIVERSITARIO IRLANDÉS, A.C.",LICENCIATURA EN CONTADURÍA FISCAL,1,1,2
2016,"CENTRO UNIVERSITARIO IRLANDÉS, A.C.",LICENCIATURA EN DERECHO CORPORATIVO,13,2,15
2016,"CENTRO UNIVERSITARIO IRLANDÉS, A.C.",LICENCIATURA EN IDIOMAS,1,1,2
2016,"CENTRO UNIVERSITARIO IRLANDÉS, A.C.",LICENCIATURA EN INGENIERÍA EN SISTEMAS COMPUTACIONALES,4,0,4
2016,"CENTRO UNIVERSITARIO IRLANDÉS, A.C.",LICENCIATURA EN MERCADOTECNIA,4,2,6
2016,CENTRO UNIVERSITARIO TEHUACÁN,LICENCIATURA EN ADMINISTRACIÓN,34,54,88
2016,CENTRO UNIVERSITARIO TEHUACÁN,LICENCIATURA EN COMUNICACIÓN Y PERIODISMO,13,18,31
2016,CENTRO UNIVERSITARIO TEHUACÁN,LICENCIATURA EN CONTADURÍA,36,62,98
2016,CENTRO UNIVERSITARIO TEHUACÁN,LICENCIATURA EN DERECHO,76,86,162
2016,CENTRO UNIVERSITARIO TEHUACÁN,LICENCIATURA EN DISEÑO GRÁFICO,4,5,9
2016,CENTRO UNIVERSITARIO TEHUACÁN,LICENCIATURA EN PEDAGOGÍA,78,205,283
2016,CENTRO UNIVERSITARIO TEHUACÁN,LICENCIATURA EN PSICOLOGÍA,33,123,156
2016,"COLEGIO DE ALTA DIRECCIÓN DE EMPRESAS, A.C.",LICENCIATURA EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,7,16,23
2016,"COLEGIO DE ALTA DIRECCIÓN DE EMPRESAS, A.C.",LICENCIATURA EN ALTA DIRECCIÓN DE EMPRESAS,4,3,7
2016,"COLEGIO DE ALTA DIRECCIÓN DE EMPRESAS, A.C.",LICENCIATURA EN DERECHO Y CONSULTORÍA LEGAL,10,4,14
2016,"COLEGIO DE ALTA DIRECCIÓN DE EMPRESAS, A.C.",LICENCIATURA EN DISEÑO Y CONSULTORÍA DE IMAGEN PERSONAL Y CORPORATIVA,1,64,65
2016,COLEGIO DE ENFERMERÍA EMMANUEL,LICENCIATURA EN ENFERMERÍA,51,186,237
2016,COLEGIO FROEBEL,LICENCIATURA EN EDUCACIÓN FÍSICA,28,6,34
2016,COLEGIO FROEBEL,LICENCIATURA EN INFORMÁTICA,16,9,25
2016,COLEGIO FROEBEL,LICENCIATURA EN LENGUAS EXTRANJERAS,25,48,73
2016,COLEGIO FROEBEL,LICENCIATURA EN PSICOLOGÍA,24,67,91
2016,COLEGIO FROEBEL,LICENCIATURA EN TRABAJO SOCIAL,5,97,102
2016,COLEGIO LIBRE DE ESTUDIOS UNIVERSITARIOS,LICENCIATURA EN CRIMINOLOGÍA Y CRIMINALÍSTICA,77,47,124
2016,COLEGIO LIBRE DE ESTUDIOS UNIVERSITARIOS,"LICENCIATURA EN CRIMINOLOGÍA, CRIMINALÍSTICA Y TÉCNICAS PERICIALES",261,313,574
2016,COLEGIO LIBRE DE ESTUDIOS UNIVERSITARIOS,LICENCIATURA EN PSICOLOGÍA CRIMINOLÓGICA,5,22,27
2016,COLEGIO MIGUEL HIDALGO,LICENCIATURA EN EDUCACIÓN PREESCOLAR,0,73,73
2016,COLEGIO MIGUEL HIDALGO,LICENCIATURA EN EDUCACIÓN PRIMARIA,12,23,35
2016,COLEGIO MIGUEL HIDALGO,LICENCIATURA EN PAIDOLOGIA Y DESARROLLO INFANTIL,0,3,3
2016,COLEGIO MINIMALISTA DE CIENCIAS PENALES,LICENCIATURA EN CIENCIAS PENALES,212,262,474
2016,COLEGIO MINIMALISTA DE CIENCIAS PENALES,LICENCIATURA EN CRIMINALÍSTICA,94,100,194
2016,COLEGIO MINIMALISTA DE CIENCIAS PENALES,LICENCIATURA EN CRIMINO-VICTIMALES,40,76,116
2016,COLEGIO UNIVERSITARIO DE PUEBLA A.C.,LICENCIATURA EN DERECHO,9,9,18
2016,COLEGIO UNIVERSITARIO TOLTECA DE MÉXICO A.C.,LICENCIATURA EN ADMINISTRACIÓN PÚBLICA Y CIENCIAS POLÍTICAS,15,11,26
2016,COLEGIO UNIVERSITARIO TOLTECA DE MÉXICO A.C.,LICENCIATURA EN DERECHO,20,22,42
2016,COLEGIO UNIVERSITARIO TOLTECA DE MÉXICO A.C.,LICENCIATURA EN INGENIERÍA INDUSTRIAL,14,1,15
2016,"COMPUMMUNICATE, INSTITUTO DE COMPUTO E INGLES",LICENCIATURA EN CIENCIAS DE LA COMPUTACIÓN,3,3,6
2016,"COMPUMMUNICATE, INSTITUTO DE COMPUTO E INGLES",LICENCIATURA EN INGLÉS PARA LA COMUNICACIÓN INTERNACIONAL,1,6,7
2016,CONSERVATORIO DE MÚSICA DEL ESTADO DE PUEBLA,LICENCIATURA EN MÚSICA,132,42,174
2016,DASC INSTITUTO TECNOLÓGICO UNIVERSITARIO,INGENIERÍA DE SOFTWARE,33,5,38
2016,DASC INSTITUTO TECNOLÓGICO UNIVERSITARIO,LICENCIATURA EN ADMINISTRACIÓN Y SISTEMAS,23,26,49
2016,DASC INSTITUTO TECNOLÓGICO UNIVERSITARIO,LICENCIATURA EN DISEÑO INTERACTIVO,16,9,25
2016,DASC INSTITUTO TECNOLÓGICO UNIVERSITARIO,LICENCIATURA EN INGENIERÍA INDUSTRIAL Y SISTEMAS,89,26,115
2016,DASC INSTITUTO TECNOLÓGICO UNIVERSITARIO,LICENCIATURA EN MERCADOTECNIA Y SISTEMAS,5,12,17
2016,DASC INSTITUTO TECNOLÓGICO UNIVERSITARIO,LICENCIATURA EN NEGOCIOS INTERNACIONALES,5,3,8
2016,DASC INSTITUTO TECNOLÓGICO UNIVERSITARIO,LICENCIATURA EN SISTEMAS COMPUTACIONALES,54,18,72
2016,DESARROLLO TRANSPERSONAL INSTITUTO UNIVERSITARIO,LICENCIATURA EN PSICOLOGÍA,1,4,5
2016,DESARROLLO TRANSPERSONAL INSTITUTO UNIVERSITARIO,LICENCIATURA EN PUERICULTURA,0,22,22
2016,"ENSEÑANZA E INVESTIGACIÓN SUPERIOR, A.C.",INGENIERÍA EN INTELIGENCIA DEL MERCADO,1,0,1
2016,"ENSEÑANZA E INVESTIGACIÓN SUPERIOR, A.C.",INGENIERÍA EN SISTEMAS DE LOGÍSTICA,1,0,1
2016,"ENSEÑANZA E INVESTIGACIÓN SUPERIOR, A.C.",LICENCIATURA EN ADMINISTRACIÓN,22,15,37
2016,"ENSEÑANZA E INVESTIGACIÓN SUPERIOR, A.C.",LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,31,26,57
2016,"ENSEÑANZA E INVESTIGACIÓN SUPERIOR, A.C.",LICENCIATURA EN COMERCIO INTERNACIONAL,16,19,35
2016,"ENSEÑANZA E INVESTIGACIÓN SUPERIOR, A.C.",LICENCIATURA EN DERECHO,30,21,51
2016,"ENSEÑANZA E INVESTIGACIÓN SUPERIOR, A.C.",LICENCIATURA EN DISEÑO GRÁFICO,27,27,54
2016,"ENSEÑANZA E INVESTIGACIÓN SUPERIOR, A.C.",LICENCIATURA EN INGENIERÍA EN DESARROLLO DE SOFTWARE,7,2,9
2016,"ENSEÑANZA E INVESTIGACIÓN SUPERIOR, A.C.",LICENCIATURA EN INGENIERÍA EN MECATRÓNICA,103,20,123
2016,"ENSEÑANZA E INVESTIGACIÓN SUPERIOR, A.C.",LICENCIATURA EN INGENIERÍA INDUSTRIAL,59,33,92
2016,"ENSEÑANZA E INVESTIGACIÓN SUPERIOR, A.C.",LICENCIATURA EN INGENIERÍA INDUSTRIAL Y DE SISTEMAS,46,19,65
2016,"ENSEÑANZA E INVESTIGACIÓN SUPERIOR, A.C.",LICENCIATURA EN INTELIGENCIA DE MERCADOS,1,0,1
2016,"ENSEÑANZA E INVESTIGACIÓN SUPERIOR, A.C.",LICENCIATURA EN MERCADOTECNIA,18,19,37
2016,"ENSEÑANZA E INVESTIGACIÓN SUPERIOR, A.C.",LICENCIATURA EN NEGOCIOS INTERNACIONALES,3,7,10
2016,"ENSEÑANZA E INVESTIGACIÓN SUPERIOR, A.C.",ESCUELA DE COMUNICACIÓN Y CIENCIAS HUMANAS,132,144,276
2016,ESCUELA DE COMUNICACIÓN Y CIENCIAS HUMANAS,LICENCIATURA EN COMUNICACIÓN,132,144,276
2016,ESCUELA DE ESTUDIOS PROFESIONALES DE ATLIXCO,LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,4,6,10
2016,ESCUELA DE ESTUDIOS PROFESIONALES DE ATLIXCO,LICENCIATURA EN CONTADURÍA PÚBLICA,5,10,15
2016,ESCUELA DE ESTUDIOS PROFESIONALES DE ATLIXCO,LICENCIATURA EN DERECHO Y CIENCIAS SOCIALES,7,12,19
2016,ESCUELA DE ESTUDIOS PROFESIONALES DE ATLIXCO,LICENCIATURA EN DISEÑO GRÁFICO,7,4,11
2016,ESCUELA DE ESTUDIOS PROFESIONALES DE ATLIXCO,LICENCIATURA EN INGENIERÍA INDUSTRIAL,5,0,5
2016,ESCUELA DE ESTUDIOS PROFESIONALES DE ATLIXCO,LICENCIATURA EN INGENIERÍA QUÍMICA,1,3,4
2016,ESCUELA DE ESTUDIOS PROFESIONALES DE ATLIXCO,LICENCIATURA EN SISTEMAS COMPUTACIONALES APLICADOS A LA ADMINISTRACIÓN,13,4,17
2016,ESCUELA DE ESTUDIOS SUPERIORES EN MEDICINAS ALTERNATIVAS Y COMPLEMENTARIAS,LICENCIATURA EN COSMETRÍA Y MÉTODOS ALTERNATIVOS Y COMPLEMENTARIOS,1,12,13
2016,ESCUELA DE ESTUDIOS SUPERIORES EN MEDICINAS ALTERNATIVAS Y COMPLEMENTARIAS,LICENCIATURA EN MEDICINAS ALTERNATIVAS Y COMPLEMENTARIAS,38,76,114
2016,ESCUELA DE GASTRONOMÍA MARIA REYNA,LICENCIATURA EN GASTRONOMÍA,51,41,92
2016,ESCUELA DE JURISPRUDENCIA Y HUMANIDADES,LICENCIATURA EN COMUNICACIÓN,20,45,65
2016,ESCUELA DE JURISPRUDENCIA Y HUMANIDADES,LICENCIATURA EN DERECHO Y CIENCIAS SOCIALES,68,98,166
2016,ESCUELA DE JURISPRUDENCIA Y HUMANIDADES DE PUEBLA,LICENCIATURA EN DERECHO Y CIENCIAS SOCIALES,0,0,0
2016,ESCUELA DE LICENCIATURA EN TRABAJO SOCIAL IN-VÍA,LICENCIATURA EN TRABAJO SOCIAL,4,14,18
2016,"ESCUELA LIBRE DE DERECHO DE PUEBLA, A.C.",LICENCIATURA EN DERECHO,246,247,493
2016,ESCUELA LIBRE DE PSICOLOGÍA,LICENCIATURA EN PSICOLOGÍA,246,699,945
2016,ESCUELA NORMAL OFICIAL LIC. BENITO JUÁREZ,LICENCIATURA EN EDUCACIÓN ESPECIAL EN EL ÁREA DE ATENCIÓN INTELECTUAL,9,75,84
2016,ESCUELA NORMAL OFICIAL LIC. BENITO JUÁREZ,LICENCIATURA EN EDUCACIÓN PRIMARIA INTERCULTURAL BILINGÜE,32,89,121
2016,ESCUELA NORMAL OFICIAL LIC. BENITO JUÁREZ,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN TELESECUNDARIA,69,97,166
2016,ESCUELA NORMAL PARTICULAR INCORPORADA YERMO Y PARRES,LICENCIATURA EN EDUCACIÓN PRIMARIA,1,58,59
2016,ESCUELA NORMAL PARTICULAR LIC. ADOLFO LOPEZ MATEOS,LICENCIATURA EN EDUCACIÓN PRIMARIA,21,57,78
2016,ESCUELA NORMAL PRIMARIA PROF. JESÚS MERINO NIETO,LICENCIATURA EN EDUCACIÓN PRIMARIA,27,80,107
2016,ESCUELA NORMAL PRIMARIA PROF. JESÚS MERINO NIETO,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN TELESECUNDARIA,60,92,152
2016,ESCUELA NORMAL PRIMARIA SOR JUANA INÉS DE LA CRUZ,LICENCIATURA EN EDUCACIÓN PRIMARIA,27,103,130
2016,ESCUELA NORMAL PROF. DARIO RODRIGUEZ CRUZ,LICENCIATURA EN EDUCACIÓN PREESCOLAR,3,82,85
2016,ESCUELA NORMAL PROF. DARIO RODRIGUEZ CRUZ,LICENCIATURA EN EDUCACIÓN PREESCOLAR INTERCULTURAL BILINGÜE,0,30,30
2016,ESCUELA NORMAL PROF. DARIO RODRIGUEZ CRUZ,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN TELESECUNDARIA,8,15,23
2016,ESCUELA NORMAL PROF. FIDEL MEZA Y SANCHEZ,LICENCIATURA EN EDUCACIÓN INICIAL,0,23,23
2016,ESCUELA NORMAL PROF. FIDEL MEZA Y SANCHEZ,LICENCIATURA EN EDUCACIÓN PREESCOLAR,1,113,114
2016,ESCUELA NORMAL PROF. FIDEL MEZA Y SANCHEZ,LICENCIATURA EN EDUCACIÓN PREESCOLAR INTERCULTURAL BILINGÜE,0,24,24
2016,ESCUELA NORMAL PROF. GUILLERMO MELGAREJO PALAFOX,LICENCIATURA EN EDUCACIÓN PRIMARIA,24,33,57
2016,ESCUELA NORMAL PUEBLA,LICENCIATURA EN EDUCACIÓN PREESCOLAR,0,63,63
2016,ESCUELA NORMAL PUEBLA,LICENCIATURA EN EDUCACIÓN PRIMARIA,9,28,37
2016,ESCUELA NORMAL RURAL CARMEN SERDÁN,LICENCIATURA EN EDUCACIÓN PREESCOLAR,0,29,29
2016,ESCUELA NORMAL RURAL CARMEN SERDÁN,LICENCIATURA EN EDUCACIÓN PRIMARIA,0,152,152
2016,ESCUELA NORMAL RURAL CARMEN SERDÁN,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN TELESECUNDARIA,0,161,161
2016,ESCUELA NORMAL SUPERIOR BENAVENTE,LICENCIATURA EN EDUCACIÓN PREESCOLAR,0,81,81
2016,ESCUELA NORMAL SUPERIOR BENAVENTE,LICENCIATURA EN EDUCACIÓN PRIMARIA,26,60,86
2016,ESCUELA NORMAL SUPERIOR BENAVENTE,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN ESPAÑOL,6,18,24
2016,ESCUELA NORMAL SUPERIOR BENAVENTE,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN MATEMÁTICAS,10,6,16
2016,"ESCUELA NORMAL SUPERIOR DE LA MIXTECA BAJA, A.C.",LICENCIATURA EN EDUCACIÓN PREESCOLAR,5,52,57
2016,"ESCUELA NORMAL SUPERIOR DE LA MIXTECA BAJA, A.C.",LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN BIOLOGÍA,27,24,51
2016,"ESCUELA NORMAL SUPERIOR DE LA MIXTECA BAJA, A.C.",LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN ESPAÑOL,16,46,62
2016,"ESCUELA NORMAL SUPERIOR DE LA MIXTECA BAJA, A.C.",LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN HISTORIA,5,8,13
2016,"ESCUELA NORMAL SUPERIOR DE LA MIXTECA BAJA, A.C.",LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN MATEMÁTICAS,9,4,13
2016,"ESCUELA NORMAL SUPERIOR DE LA MIXTECA BAJA, A.C.",LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN TELESECUNDARIA,29,37,66
2016,ESCUELA NORMAL SUPERIOR DE TEHUACÁN,LICENCIATURA EN EDUCACIÓN INICIAL,0,29,29
2016,ESCUELA NORMAL SUPERIOR DE TEHUACÁN,LICENCIATURA EN EDUCACIÓN PREESCOLAR,0,91,91
2016,ESCUELA NORMAL SUPERIOR DE TEHUACÁN,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN BIOLOGÍA,6,26,32
2016,ESCUELA NORMAL SUPERIOR DE TEHUACÁN,LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN ESPAÑOL,17,54,71
